Year,Provocation,Activity,Day,Month,Injury,State,Latitude,Longitude,SharkName,SharkLength,InjuryLocation,Gender,Age,IncidentTime,SharkScientific
1918,unprovoked,swimming,22.0,3,injured,NSW,-32.91666667,151.7833333,white shark,3.375,"""arm, hand""",male,,1900-01-01 17:15:00,Carcharodon carcharias
1918,provoked,swimming,17.0,3,injured,QLD,-28.15,153.5166667,wobbegong,1.3408602150537634,foot,male,,,Orectolobidae
1918,unprovoked,swimming,17.0,3,injured,NSW,-28.15,153.1,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1918,provoked,diving,5.0,4,uninjured,NSW,-26.41666667,150.0666667,wobbegong,1.3408602150537634,other: uninjured,male,,,Orectolobidae
1918,unprovoked,swimming,9.0,4,uninjured,NSW,-33.86666667,151.2,bull shark,2.4013698630136986,other: uninjured,male,28.0,1900-01-01 09:00:00,Carcharhinus leucas
1918,unprovoked,swimming,19.0,9,fatal,QLD,-19.25,146.8166667,tiger shark,2.2,leg,male,,,Galeocerdo cuvier
1918,provoked,snorkelling,21.0,11,fatal,QLD,-16.7,146.05,tiger shark,3.166265060240964,torso,male,,1900-01-01 15:00:00,Galeocerdo cuvier
1919,unprovoked,swimming,17.0,1,injured,NSW,-32.91666667,151.7833333,white shark,3.7,"""hand, torso, calf""",male,19.0,,Carcharodon carcharias
1919,unprovoked,swimming,9.0,1,fatal,NSW,-33.83333333,151.2333333,bull shark,3.5,thigh,male,13.0,1900-01-01 07:30:00,Carcharhinus leucas
1919,unprovoked,swimming,5.0,1,fatal,QLD,-19.45,146.6,bull shark,2.4013698630136986,leg,male,38.0,,Carcharhinus leucas
1919,provoked,swimming,29.0,12,injured,QLD,-27.08333333,153.45,wobbegong,1.3408602150537634,leg,male,,,Orectolobidae
1919,unprovoked,swimming,8.0,12,fatal,NSW,-30.91666667,153.0166667,bull shark,2.4013698630136986,"""calf, foot""",male,,,Carcharhinus leucas
1920,unprovoked,swimming,15.0,1,fatal,NSW,-32.9,151.75,bull shark,2.4013698630136986,leg,male,12.0,,Carcharhinus leucas
1920,provoked,spearfishing,24.0,2,uninjured,NSW,-33.33333333,151.5,wobbegong,1.3408602150537634,other: uninjured,male,,,Orectolobidae
1920,unprovoked,swimming,8.0,3,injured,QLD,-19.25,146.8166667,tiger shark,3.166265060240964,torso,male,20.0,1900-01-01 19:00:00,Galeocerdo cuvier
1920,provoked,snorkelling,1.0,7,injured,QLD,-20.9,151.7166667,tiger shark,3.166265060240964,"""arm, shoulder, torso""",male,,,Galeocerdo cuvier
1920,provoked,snorkelling,1.0,11,injured,NSW,-32.2,152.55,wobbegong,1.3408602150537634,"""arm, hand""",male,,,Orectolobidae
1920,unprovoked,other: standing in water,29.0,11,injured,WA,-35.01666667,117.3333333,wobbegong,1.2,leg,male,,1900-01-01 20:00:00,Orectolobidae
1920,unprovoked,other: standing in water,22.0,11,injured,WA,-31.98333333,115.7333333,wobbegong,1.3408602150537634,"""leg, hand""",male,,,Orectolobidae
1920,provoked,fishing,1.0,12,injured,QLD,-14.5,144.9166667,unknown species,1.9428571428571428,leg,male,,,Unknown species
1920,unprovoked,swimming,1.0,12,injured,NSW,-28.8,153.2666667,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1921,provoked,snorkelling,12.0,10,injured,QLD,-18.23333333,146.65,tiger shark,3.166265060240964,arm,male,,,Galeocerdo cuvier
1921,unprovoked,swimming,9.0,10,fatal,QLD,-16.9,146.2333333,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1921,unprovoked,swimming,27.0,11,fatal,QLD,-27.43333333,153.15,bull shark,2.4013698630136986,other: body not recovered,male,8.0,,Carcharhinus leucas
1921,unprovoked,swimming,27.0,11,injured,QLD,-27.43333333,153.15,bull shark,2.4013698630136986,"""leg, pelvic region""",male,,,Carcharhinus leucas
1921,unprovoked,swimming,11.0,12,injured,QLD,-23.38333333,150.55,bull shark,2.4013698630136986,torso,male,,,Carcharhinus leucas
1922,unprovoked,swimming,12.0,1,injured,NSW,-32.85,151.8333333,white shark,3.375,thigh,male,,,Carcharodon carcharias
1922,unprovoked,swimming,15.0,1,fatal,QLD,-19.45,146.6,bull shark,2.4013698630136986,Unknown,male,54.0,,Carcharhinus leucas
1922,unprovoked,swimming,4.0,2,fatal,NSW,-33.91666667,151.25,white shark,3.375,arm,male,19.0,1900-01-01 15:30:00,Carcharodon carcharias
1922,unprovoked,swimming,2.0,3,fatal,NSW,-33.91666667,151.25,white shark,2.5,"""hand, torso""",male,21.0,1900-01-01 11:00:00,Carcharodon carcharias
1922,unprovoked,swimming,5.0,12,fatal,QLD,-25.53333333,152.7,tiger shark,3.0,torso,male,,,Galeocerdo cuvier
1923,unprovoked,swimming,27.0,1,fatal,WA,-31.96666667,115.7666667,bull shark,2.4013698630136986,thigh,male,13.0,,Carcharhinus leucas
1923,provoked,swimming,7.0,1,uninjured,NSW,-32.93333333,151.75,white shark,3.2,other: uninjured,male,,,Carcharodon carcharias
1923,unprovoked,swimming,18.0,3,injured,QLD,-19.23333333,146.8166667,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1923,provoked,snorkelling,22.0,5,fatal,QLD,-16.85,146.15,tiger shark,3.166265060240964,torso,male,,,Galeocerdo cuvier
1923,provoked,fishing,22.0,5,injured,WA,-28.81666667,114.6166667,wobbegong,1.3408602150537634,foot,male,,,Orectolobidae
1923,provoked,snorkelling,29.0,6,injured,QLD,-18.7,147.7666667,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1923,unprovoked,swimming,16.0,6,fatal,NSW,-34.35,150.9166667,white shark,3.375,other: body not recovered,male,50.0,,Carcharodon carcharias
1923,provoked,snorkelling,16.0,10,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,arm,male,,,Galeocerdo cuvier
1923,provoked,unknown,24.0,11,fatal,WA,-20,119.35,tiger shark,3.166265060240964,other: body not recovered,male,,,Galeocerdo cuvier
1923,provoked,unknown,24.0,11,fatal,WA,-20,119.35,tiger shark,3.166265060240964,other: half of body recovered,male,,,Galeocerdo cuvier
1923,unprovoked,swimming,11.0,12,injured,NSW,-28.31666667,153.4,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1924,unprovoked,swimming,19.0,1,fatal,NSW,-33.8,151.0166667,bull shark,3.2,"""arm, torso, foot""",male,,1900-01-01 16:00:00,Carcharhinus leucas
1924,unprovoked,swimming,9.0,2,injured,WA,-33.31666667,115.6333333,wobbegong,0.9,foot,male,,,Orectolobidae
1924,unprovoked,swimming,13.0,2,injured,NSW,-33.9,151.2666667,white shark,3.375,"""leg, foot""",female,30.0,1900-01-01 07:00:00,Carcharodon carcharias
1924,unprovoked,swimming,25.0,4,fatal,NSW,-34.66666667,150.85,white shark,3.375,Unknown,male,20.0,,Carcharodon carcharias
1924,unprovoked,swimming,18.0,10,injured,VIC,-37.83333333,144.9333333,white shark,3.0,leg,male,,,Carcharodon carcharias
1925,unprovoked,swimming,27.0,3,injured,NSW,-33.91666667,151.25,white shark,3.375,leg,male,16.0,1900-01-01 17:00:00,Carcharodon carcharias
1925,unprovoked,swimming,12.0,3,fatal,NSW,-32.91666667,151.7833333,white shark,3.0,"""arm, torso""",male,16.0,1900-01-01 15:30:00,Carcharodon carcharias
1925,unprovoked,swimming,22.0,11,fatal,WA,-31.98333333,115.75,tiger shark,4.0,"""torso, leg""",male,55.0,,Galeocerdo cuvier
1926,unprovoked,swimming,18.0,3,fatal,SA,-34.9,137,white shark,4.0,thigh,female,,1900-01-01 16:00:00,Carcharodon carcharias
1926,unprovoked,swimming,23.0,10,injured,NSW,-29.45,153.1833333,bull shark,2.4013698630136986,Unknown,male,,1900-01-01 16:00:00,Carcharhinus leucas
1926,provoked,snorkelling,17.0,11,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,arm,male,,,Galeocerdo cuvier
1926,provoked,snorkelling,2.0,12,fatal,QLD,-18.71666667,146.5666667,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1927,provoked,snorkelling,1.0,1,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,"""torso, shoulder""",male,,,Galeocerdo cuvier
1927,unprovoked,swimming,3.0,1,fatal,NSW,-34.05,151.0833333,tiger shark,4.0,thigh,male,15.0,1900-01-01 11:30:00,Galeocerdo cuvier
1927,unprovoked,swimming,9.0,2,uninjured,QLD,-27.46666667,153.0333333,bull shark,2.4013698630136986,other: uninjured,male,,,Carcharhinus leucas
1927,unprovoked,swimming,1.0,3,injured,NSW,-32.93333333,151.75,white shark,3.0,"""hand, pelvic region""",male,17.0,1900-01-01 15:00:00,Carcharodon carcharias
1927,provoked,unknown,8.0,4,injured,QLD,-10.56666667,142.2166667,tiger shark,1.8,leg,male,,,Galeocerdo cuvier
1927,provoked,snorkelling,10.0,4,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1927,unprovoked,swimming,1.0,5,fatal,QLD,-17.21666667,145.9666667,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1927,provoked,diving,26.0,7,uninjured,WA,-17.98333333,122.2333333,tiger shark,3.166265060240964,other: uninjured,male,,,Galeocerdo cuvier
1928,provoked,unknown,27.0,1,fatal,QLD,-9.516666667,141.5666667,tiger shark,3.166265060240964,"""arm, leg""",male,,,Galeocerdo cuvier
1928,provoked,snorkelling,20.0,2,fatal,QLD,-14.15,144.5,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1928,provoked,snorkelling,20.0,3,injured,QLD,-19.8,149.05,tiger shark,3.166265060240964,torso,male,,,Galeocerdo cuvier
1928,unprovoked,swimming,6.0,4,injured,QLD,-27.51666667,152.9833333,bull shark,1.2,leg,male,15.0,,Carcharhinus leucas
1928,unprovoked,swimming,14.0,4,injured,NSW,-33.88333333,151.2666667,white shark,3.375,calf,male,19.0,1900-01-01 16:00:00,Carcharodon carcharias
1928,unprovoked,swimming,4.0,4,fatal,NSW,-32.93333333,151.75,white shark,3.375,"""hand, leg, torso""",male,27.0,1900-01-01 18:00:00,Carcharodon carcharias
1928,unprovoked,swimming,11.0,7,injured,QLD,-10.58333333,142.2166667,tiger shark,3.166265060240964,"""arm, torso""",male,,,Galeocerdo cuvier
1928,provoked,snorkelling,21.0,12,injured,QLD,-10.58333333,142.2166667,tiger shark,3.166265060240964,"""arm, hand""",male,,,Galeocerdo cuvier
1929,unprovoked,swimming,27.0,1,fatal,QLD,-19.13333333,146.8333333,tiger shark,3.166265060240964,"""arm, torso""",male,18.0,1900-01-01 17:30:00,Galeocerdo cuvier
1929,provoked,fishing,1.0,1,injured,SA,-34.41666667,137.9166667,wobbegong,1.3408602150537634,leg,male,,,Orectolobidae
1929,unprovoked,swimming,12.0,1,fatal,NSW,-33.88333333,151.2666667,white shark,4.9,thigh,male,14.0,1900-01-01 18:30:00,Carcharodon carcharias
1929,provoked,snorkelling,24.0,2,injured,NSW,-35.03333333,150.7166667,wobbegong,1.3408602150537634,foot,male,,,Orectolobidae
1929,unprovoked,swimming,18.0,2,fatal,NSW,-33.93333333,151.25,white shark,3.375,"""leg, hand""",male,19.0,1900-01-01 16:00:00,Carcharodon carcharias
1929,unprovoked,swimming,8.0,2,fatal,NSW,-33.88333333,151.2666667,white shark,3.375,thigh,male,39.0,1900-01-01 16:00:00,Carcharodon carcharias
1929,unprovoked,unmotorised boating,10.0,2,uninjured,SA,-34.96666667,138.5,white shark,3.6,other: uninjured,female,,,Carcharodon carcharias
1929,provoked,snorkelling,26.0,3,injured,QLD,-19.51666667,148.8333333,unknown species,1.9428571428571428,Unknown,male,,,Unknown species
1929,unprovoked,unmotorised boating,3.0,3,injured,SA,-34.41666667,137.9166667,wobbegong,1.3408602150537634,leg,male,12.0,,Orectolobidae
1929,unprovoked,unmotorised boating,3.0,3,injured,SA,-34.41666667,137.9166667,wobbegong,1.3408602150537634,foot,male,12.0,,Orectolobidae
1929,unprovoked,swimming,12.0,3,fatal,QLD,-9.416666667,142.5333333,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1929,provoked,snorkelling,16.0,4,injured,QLD,-21,149.8833333,tiger shark,3.166265060240964,"""arm, hand""",male,,,Galeocerdo cuvier
1929,provoked,fishing,11.0,4,injured,QLD,-26.98333333,153.0666667,bull shark,1.5,leg,male,21.0,,Carcharhinus leucas
1929,unprovoked,swimming,9.0,4,fatal,QLD,-10.11666667,142.1333333,tiger shark,3.166265060240964,thigh,male,,1900-01-01 12:00:00,Galeocerdo cuvier
1929,provoked,snorkelling,31.0,5,injured,QLD,-10.05,143.0666667,tiger shark,3.166265060240964,"""leg, pelvic region""",male,,,Galeocerdo cuvier
1929,provoked,spearfishing,21.0,9,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1929,unprovoked,swimming,1.0,9,fatal,QLD,-19.45,146.6,bull shark,2.4013698630136986,leg,male,42.0,,Carcharhinus leucas
1929,unprovoked,swimming,20.0,10,injured,QLD,-10.11666667,142.1333333,tiger shark,3.166265060240964,foot,male,,,Galeocerdo cuvier
1929,unprovoked,swimming,3.0,12,fatal,QLD,-19.45,146.6,bull shark,2.4013698630136986,"""torso, leg""",male,50.0,,Carcharhinus leucas
1929,unprovoked,swimming,16.0,12,injured,NSW,-33.71666667,151.3,wobbegong,1.3408602150537634,leg,female,17.0,,Orectolobidae
1929,unprovoked,swimming,26.0,12,fatal,NSW,-33.85,151.1833333,bull shark,2.4013698630136986,"""arm, leg, pelvic region""",male,16.0,,Carcharhinus leucas
1929,unprovoked,swimming,13.0,12,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,"""arm, torso""",male,,,Galeocerdo cuvier
1929,unprovoked,swimming,23.0,12,uninjured,QLD,-28.16666667,153.5333333,unknown species,1.9428571428571428,other: uninjured,male,,,Unknown species
1930,provoked,spearfishing,1.0,1,injured,QLD,-10.15,142.1833333,tiger shark,3.166265060240964,arm,male,,,Galeocerdo cuvier
1930,unprovoked,swimming,15.0,2,fatal,VIC,-37.9,144.9833333,white shark,5.0,other: body not recovered,male,19.0,1900-01-01 16:30:00,Carcharodon carcharias
1930,unprovoked,swimming,20.0,2,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,"""arm, torso""",male,,,Galeocerdo cuvier
1930,unprovoked,swimming,4.0,6,fatal,QLD,-9.95,142.1833333,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1930,provoked,snorkelling,1.0,7,fatal,QLD,-10.25,142.1,tiger shark,3.166265060240964,Unknown,male,16.0,,Galeocerdo cuvier
1930,provoked,fishing,31.0,8,injured,WA,-28.76666667,114.6,wobbegong,0.6,leg,male,,,Orectolobidae
1930,unprovoked,swimming,25.0,12,injured,NSW,-33.83333333,151.0666667,bull shark,2.4013698630136986,torso,male,49.0,,Carcharhinus leucas
1931,provoked,fishing,10.0,1,injured,NSW,-33.8,151.2333333,wobbegong,1.3408602150537634,foot,male,,,Orectolobidae
1931,unprovoked,swimming,7.0,1,injured,QLD,-23.11666667,150.7333333,tiger shark,1.5,torso,male,18.0,1900-01-01 16:00:00,Galeocerdo cuvier
1931,provoked,snorkelling,14.0,1,injured,QLD,-10.58333333,142.2166667,tiger shark,3.166265060240964,"""leg, pelvic region""",male,,,Galeocerdo cuvier
1931,provoked,snorkelling,24.0,1,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1931,provoked,swimming,22.0,3,fatal,QLD,-19.45,146.6,bull shark,2.4013698630136986,thigh,male,19.0,,Carcharhinus leucas
1931,provoked,snorkelling,26.0,11,injured,QLD,-17.53333333,146.0166667,tiger shark,4.0,leg,male,,,Galeocerdo cuvier
1932,unprovoked,swimming,27.0,1,injured,QLD,-27.6,152.7666667,bull shark,2.4013698630136986,thigh,male,,,Carcharhinus leucas
1932,provoked,fishing,13.0,2,injured,QLD,-23.83333333,151.2166667,bull shark,2.4013698630136986,foot,male,,,Carcharhinus leucas
1932,provoked,fishing,24.0,2,injured,NSW,-34.36666667,150.9166667,wobbegong,1.3408602150537634,foot,male,,,Orectolobidae
1932,provoked,snorkelling,1.0,5,injured,QLD,-16.91666667,145.7666667,tiger shark,3.166265060240964,arm,male,,,Galeocerdo cuvier
1932,unprovoked,swimming,12.0,5,fatal,QLD,-9.4,142.6666667,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1932,unprovoked,swimming,9.0,8,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,"""leg, pelvic region""",male,,,Galeocerdo cuvier
1932,unprovoked,swimming,31.0,10,injured,NSW,-33,151.7166667,white shark,4.0,torso,male,24.0,1900-01-01 11:00:00,Carcharodon carcharias
1932,unprovoked,swimming,9.0,12,injured,NT,-11.93333333,132.6166667,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1933,unprovoked,swimming,4.0,1,fatal,QLD,-19.25,146.8166667,tiger shark,3.166265060240964,torso,male,38.0,,Galeocerdo cuvier
1933,provoked,fishing,7.0,2,uninjured,WA,-31.96666667,115.85,bull shark,2.1,other: uninjured,male,,,Carcharhinus leucas
1933,provoked,snorkelling,15.0,2,injured,QLD,-14.15,144.5,tiger shark,4.2,"""arm, shoulder""",male,,,Galeocerdo cuvier
1933,provoked,snorkelling,31.0,3,injured,QLD,-20.96666667,149.75,tiger shark,2.1,leg,male,,,Galeocerdo cuvier
1933,provoked,fishing,27.0,6,uninjured,NT,-12.45,130.8333333,unknown species,1.9428571428571428,other: uninjured,male,,,Unknown species
1933,unprovoked,swimming,12.0,6,injured,QLD,-28.13333333,153.4666667,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1933,provoked,diving,3.0,7,uninjured,WA,-17.96666667,122.1666667,tiger shark,3.166265060240964,other: uninjured,male,,,Galeocerdo cuvier
1933,provoked,snorkelling,5.0,9,fatal,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,thigh,male,,,Galeocerdo cuvier
1933,provoked,snorkelling,18.0,10,injured,QLD,-14.15,144.5,tiger shark,3.166265060240964,"""arm, hand""",male,17.0,,Galeocerdo cuvier
1933,provoked,swimming,1.0,10,injured,NSW,-29.1,153.4333333,wobbegong,1.3408602150537634,foot,male,,,Orectolobidae
1934,unprovoked,swimming,27.0,1,injured,NSW,-33.98333333,151.0666667,bull shark,3.0,"""arm, torso""",male,15.0,,Carcharhinus leucas
1934,unprovoked,swimming,7.0,1,injured,NSW,-33.78333333,151.2833333,white shark,4.0,leg,male,22.0,1900-01-01 15:00:00,Carcharodon carcharias
1934,provoked,snorkelling,1.0,1,uninjured,QLD,-20,148.45,tiger shark,3.166265060240964,other: uninjured,male,,,Galeocerdo cuvier
1934,provoked,spearfishing,24.0,2,injured,QLD,-10.6,142.6166667,tiger shark,2.8,thigh,male,,,Galeocerdo cuvier
1934,unprovoked,swimming,12.0,3,fatal,NSW,-33.75,151.3,white shark,4.0,"""leg, pelvic region""",male,17.0,1900-01-01 15:00:00,Carcharodon carcharias
1934,unprovoked,swimming,15.0,4,injured,QLD,-28.15,153.4833333,tiger shark,2.0,calf,male,34.0,1900-01-01 09:20:00,Galeocerdo cuvier
1934,unprovoked,swimming,1.0,4,fatal,NSW,-33.78333333,151.2833333,white shark,3.5,"""leg, torso""",male,16.0,1900-01-01 12:30:00,Carcharodon carcharias
1934,unprovoked,swimming,26.0,8,fatal,QLD,-18.23333333,146.3166667,tiger shark,3.166265060240964,torso,male,,,Galeocerdo cuvier
1934,provoked,snorkelling,2.0,10,fatal,QLD,-9.966666667,143.2666667,tiger shark,3.166265060240964,arm,male,,,Galeocerdo cuvier
1934,unprovoked,swimming,9.0,10,fatal,NT,-11.66666667,132.5166667,tiger shark,4.5,"""arm, torso, thigh""",female,,,Galeocerdo cuvier
1934,unprovoked,swimming,31.0,12,injured,NSW,-33.95,151.9666667,bull shark,3.6,arm,female,13.0,1900-01-01 20:00:00,Carcharhinus leucas
1934,unprovoked,swimming,31.0,12,fatal,NSW,-33.93333333,150.9666667,bull shark,3.6,calf,male,20.0,1900-01-01 16:30:00,Carcharhinus leucas
1934,unprovoked,swimming,23.0,12,fatal,NSW,-33.48333333,151.3,bull shark,2.4013698630136986,torso,male,14.0,1900-01-01 13:00:00,Carcharhinus leucas
1934,unprovoked,swimming,23.0,12,injured,NSW,-33.48333333,151.3,bull shark,2.4013698630136986,leg,female,12.0,1900-01-01 13:00:00,Carcharhinus leucas
1935,unprovoked,swimming,1.0,1,fatal,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1935,unprovoked,boarding,14.0,2,injured,NSW,-34.3,150.9333333,white shark,3.375,thigh,male,20.0,1900-01-01 17:30:00,Carcharodon carcharias
1935,unprovoked,swimming,9.0,3,fatal,NSW,-33.93333333,151.25,white shark,4.2,"""arm, torso, pelvic region""",male,,1900-01-01 12:30:00,Carcharodon carcharias
1935,unprovoked,snorkelling,30.0,3,injured,QLD,-21.16666667,149.2333333,whaler shark,2.2,"""leg, pelvic region""",male,,,Carcharhinidae
1935,provoked,snorkelling,18.0,3,injured,QLD,-14.66666667,145.45,tiger shark,3.2,"""hand, thigh""",male,,,Galeocerdo cuvier
1935,unprovoked,swimming,2.0,3,fatal,NSW,-33.7,151.3,white shark,4.2,thigh,male,22.0,1900-01-01 17:30:00,Carcharodon carcharias
1935,provoked,snorkelling,12.0,5,injured,QLD,-9.4,142.6666667,whaler shark,2.2,"""arm, hand""",male,,,Carcharhinidae
1935,provoked,snorkelling,13.0,8,fatal,QLD,-9.4,142.6666667,tiger shark,3.166265060240964,thigh,male,,,Galeocerdo cuvier
1935,provoked,snorkelling,13.0,11,injured,QLD,-17.53333333,146.0166667,tiger shark,3.166265060240964,"""arm, shoulder""",male,,,Galeocerdo cuvier
1936,provoked,boarding,1.0,1,uninjured,NSW,-33.88333333,151.2666667,white shark,3.5,other: uninjured,male,,,Carcharodon carcharias
1936,provoked,snorkelling,1.0,1,injured,WA,-20.66666667,117.1833333,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1936,unprovoked,swimming,22.0,1,fatal,SA,-34.9,137,white shark,3.375,torso,male,16.0,1900-01-01 18:00:00,Carcharodon carcharias
1936,unprovoked,swimming,4.0,2,fatal,NSW,-33.78333333,151.2833333,white shark,6.0,other: body not recovered,male,14.0,1900-01-01 15:00:00,Carcharodon carcharias
1936,unprovoked,unmotorised boating,19.0,2,uninjured,QLD,-27.43333333,153.0833333,bull shark,3.1,other: uninjured,male,,,Carcharhinus leucas
1936,provoked,snorkelling,29.0,3,injured,QLD,-12.78333333,143.6,tiger shark,3.166265060240964,arm,male,,,Galeocerdo cuvier
1936,unprovoked,swimming,19.0,3,injured,QLD,-12.16666667,143.3833333,whaler shark,2.2,"""arm, hand""",male,,,Carcharhinidae
1936,provoked,snorkelling,21.0,4,injured,QLD,-16.7,146.05,tiger shark,4.0,"""arm, torso, foot""",male,16.0,,Galeocerdo cuvier
1936,provoked,snorkelling,28.0,5,injured,QLD,-20.81666667,149.4833333,unknown species,1.9428571428571428,leg,male,,,Unknown species
1936,provoked,snorkelling,26.0,6,fatal,QLD,-10.6,142.2166667,tiger shark,3.166265060240964,torso,male,16.0,,Galeocerdo cuvier
1936,provoked,snorkelling,4.0,7,injured,QLD,-20.81666667,149.4833333,tiger shark,3.166265060240964,torso,male,,,Galeocerdo cuvier
1936,provoked,snorkelling,24.0,8,injured,QLD,-9.95,142.1833333,whaler shark,2.2,foot,male,,,Carcharhinidae
1936,provoked,swimming,20.0,11,injured,WA,-31.98333333,115.5333333,wobbegong,1.3408602150537634,leg,male,,,Orectolobidae
1936,unprovoked,swimming,19.0,11,injured,NSW,-33.95,151.15,wobbegong,1.2,foot,male,16.0,,Orectolobidae
1936,unprovoked,swimming,12.0,12,fatal,NSW,-32.9,151.75,bull shark,3.0,leg,male,16.0,1900-01-01 11:30:00,Carcharhinus leucas
1937,unprovoked,swimming,1.0,1,injured,QLD,-10.58333333,142.2166667,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1937,unprovoked,swimming,13.0,2,fatal,NSW,-32.93333333,151.75,white shark,3.375,"""torso, leg""",male,32.0,,Carcharodon carcharias
1937,unprovoked,swimming,11.0,2,injured,NSW,-30.91666667,153.0833333,wobbegong,1.3408602150537634,foot,male,,,Orectolobidae
1937,unprovoked,swimming,15.0,5,fatal,QLD,-19.45,146.6,bull shark,2.4013698630136986,"""leg, hand""",male,33.0,,Carcharhinus leucas
1937,provoked,snorkelling,31.0,8,injured,QLD,-9.95,142.1833333,tiger shark,3.166265060240964,head,male,,,Galeocerdo cuvier
1937,unprovoked,swimming,24.0,10,injured,NSW,-28.63333333,153.6166667,white shark,3.0,torso,male,16.0,,Carcharodon carcharias
1937,unprovoked,swimming,27.0,10,fatal,QLD,-28.16666667,153.5166667,tiger shark,4.6,"""arm, torso, leg""",male,18.0,1900-01-01 17:15:00,Galeocerdo cuvier
1937,unprovoked,swimming,27.0,10,fatal,QLD,-28.16666667,153.5166667,tiger shark,4.6,torso,male,18.0,1900-01-01 17:15:00,Galeocerdo cuvier
1937,unprovoked,swimming,20.0,11,injured,QLD,-23.38333333,150.5166667,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1937,provoked,snorkelling,11.0,11,injured,QLD,-18.53333333,146.2333333,tiger shark,3.166265060240964,"""calf, foot""",male,17.0,,Galeocerdo cuvier
1938,provoked,fishing,1.0,1,injured,QLD,-18.13333333,146.25,tiger shark,2.7,thigh,male,,,Galeocerdo cuvier
1938,provoked,swimming,14.0,1,injured,NSW,-33.85,151.25,bull shark,1.7,"""leg, foot""",male,24.0,,Carcharhinus leucas
1938,unprovoked,boarding,2.0,1,uninjured,NSW,-34.03333333,151.15,white shark,3.6,other: uninjured,male,,,Carcharodon carcharias
1938,unprovoked,unmotorised boating,8.0,3,injured,NT,-12.03333333,134.2,whaler shark,2.2,leg,male,,,Carcharhinidae
1938,provoked,diving,11.0,6,fatal,QLD,-10.56666667,142.1666667,unknown species,1.9428571428571428,other: body not recovered,male,,,Unknown species
1938,provoked,diving,10.0,7,fatal,NT,-11.4,130.4,whaler shark,2.2,other: body not recovered,male,,,Carcharhinidae
1938,provoked,fishing,11.0,10,injured,QLD,-27.43333333,153.1666667,tiger shark,1.8,foot,male,,,Galeocerdo cuvier
1938,provoked,swimming,14.0,11,injured,QLD,-27.35,153.1166667,wobbegong,1.2,foot,male,,,Orectolobidae
1939,provoked,fishing,12.0,1,uninjured,NSW,-29.41666667,152.3333333,bull shark,2.1,other: uninjured,male,11.0,,Carcharhinus leucas
1939,provoked,snorkelling,25.0,9,injured,QLD,-9.95,142.1666667,tiger shark,3.166265060240964,leg,male,17.0,,Galeocerdo cuvier
1939,unprovoked,swimming,1.0,10,injured,QLD,-16.71666667,154.6833333,unknown species,1.9428571428571428,foot,male,,,Unknown species
1939,provoked,snorkelling,24.0,10,injured,QLD,-12.61666667,143.45,tiger shark,4.3,thigh,male,27.0,,Galeocerdo cuvier
1939,unprovoked,swimming,28.0,12,injured,NSW,-33.98333333,151.0666667,bull shark,1.8,leg,male,40.0,,Carcharhinus leucas
1939,unprovoked,swimming,14.0,12,fatal,QLD,-21.16666667,149.2333333,bull shark,2.6,"""leg, foot""",male,20.0,1900-01-01 12:15:00,Carcharhinus leucas
1940,provoked,snorkelling,1.0,1,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,head,male,,,Galeocerdo cuvier
